casa_id,fecha,consumo_kwh,temperatura,irradiacion_solar,Tiene_Placas,Produccion_Solar_kWh
2,2020-04-17,1.803,18.4,4.2,0,0.0
2,2020-04-17,1.733,18.4,4.2,1,0.0185900152836955
2,2020-04-17,3.301,18.4,4.2,0,0.0
2,2020-04-17,3.77,18.4,4.2,0,0.0
2,2020-04-17,3.18,18.4,4.2,1,0.0201983066075278
2,2020-04-17,1.875,18.4,4.2,0,0.0
2,2020-04-17,2.057,18.4,4.2,0,0.0
2,2020-04-17,1.86,18.4,4.2,0,0.0
2,2020-04-18,1.765,15.8,2.4,1,0.0077982810421141
2,2020-04-18,1.493,15.8,2.4,0,0.0
2,2020-04-18,1.526,15.8,2.4,0,0.0
2,2020-04-18,1.366,15.8,2.4,1,0.0082391530038551
2,2020-04-18,1.545,15.8,2.4,0,0.0
2,2020-04-18,1.737,15.8,2.4,0,0.0
2,2020-04-18,1.509,15.8,2.4,0,0.0
2,2020-04-18,1.33,15.8,2.4,0,0.0
2,2020-04-18,1.538,15.8,2.4,0,0.0
2,2020-04-18,1.469,15.8,2.4,0,0.0
2,2020-04-18,2.923,15.8,2.4,1,0.0118087567295114
2,2020-04-18,3.592,15.8,2.4,0,0.0
2,2020-04-18,3.733,15.8,2.4,1,0.0102117952809505
2,2020-04-18,3.742,15.8,2.4,0,0.0
2,2020-04-18,2.995,15.8,2.4,0,0.0
2,2020-04-18,1.4,15.8,2.4,0,0.0
2,2020-04-18,1.584,15.8,2.4,0,0.0
2,2020-04-18,2.726,15.8,2.4,0,0.0
2,2020-04-18,3.529,15.8,2.4,0,0.0
2,2020-04-18,2.286,15.8,2.4,0,0.0
2,2020-04-18,1.519,15.8,2.4,0,0.0
2,2020-04-18,2.004,15.8,2.4,0,0.0
2,2020-04-18,2.099,15.8,2.4,1,0.0101577183153146
2,2020-04-18,2.103,15.8,2.4,0,0.0
2,2020-04-19,1.642,14.6,0.0,0,0.0
2,2020-04-19,1.483,14.6,0.0,0,0.0
2,2020-04-19,1.49,14.6,0.0,0,0.0
2,2020-04-19,1.625,14.6,0.0,0,0.0
2,2020-04-19,1.322,14.6,0.0,0,0.0
2,2020-04-19,1.484,14.6,0.0,0,0.0
2,2020-04-19,1.554,14.6,0.0,0,0.0
2,2020-04-19,1.5,14.6,0.0,1,0.0
2,2020-04-19,1.382,14.6,0.0,0,0.0
2,2020-04-19,1.505,14.6,0.0,1,0.0
2,2020-04-19,1.55,14.6,0.0,0,0.0
2,2020-04-19,1.499,14.6,0.0,0,0.0
2,2020-04-19,1.488,14.6,0.0,0,0.0
2,2020-04-19,1.317,14.6,0.0,0,0.0
2,2020-04-19,1.536,14.6,0.0,0,0.0
2,2020-04-19,1.507,14.6,0.0,0,0.0
2,2020-04-19,1.616,14.6,0.0,0,0.0
2,2020-04-19,1.706,14.6,0.0,0,0.0
2,2020-04-19,2.126,14.6,0.0,0,0.0
2,2020-04-19,2.386,14.6,0.0,1,0.0
2,2020-04-19,1.515,14.6,0.0,0,0.0
2,2020-04-19,1.58,14.6,0.0,0,0.0
2,2020-04-19,2.063,14.6,0.0,0,0.0
2,2020-04-19,2.164,14.6,0.0,0,0.0
2,2020-04-20,1.872,15.8,3.6,0,0.0
2,2020-04-20,1.397,15.8,3.6,0,0.0
2,2020-04-20,1.628,15.8,3.6,1,0.0131355721279963
2,2020-04-20,1.427,15.8,3.6,1,0.0149353961605082
2,2020-04-20,1.467,15.8,3.6,0,0.0
2,2020-04-20,1.44,15.8,3.6,1,0.0088074807758694
2,2020-04-20,1.408,15.8,3.6,1,0.0158745769621224
2,2020-04-20,1.516,15.8,3.6,1,0.0132782174646972
2,2020-04-20,1.602,15.8,3.6,0,0.0
2,2020-04-20,1.42,15.8,3.6,0,0.0
2,2020-04-20,2.53,15.8,3.6,0,0.0
2,2020-04-20,3.669,15.8,3.6,0,0.0
2,2020-04-20,3.676,15.8,3.6,0,0.0
2,2020-04-20,3.602,15.8,3.6,0,0.0
2,2020-04-20,2.736,15.8,3.6,0,0.0
2,2020-04-20,1.595,15.8,3.6,0,0.0
2,2020-04-20,1.79,15.8,3.6,0,0.0
2,2020-04-20,1.723,15.8,3.6,1,0.0080653833768917
2,2020-04-20,3.3,15.8,3.6,0,0.0
2,2020-04-20,3.452,15.8,3.6,0,0.0
2,2020-04-20,3.448,15.8,3.6,0,0.0
2,2020-04-20,1.79,15.8,3.6,1,0.0075972752542702
2,2020-04-20,1.825,15.8,3.6,1,0.0090543249549185
2,2020-04-20,1.809,15.8,3.6,0,0.0
2,2020-04-21,1.686,13.3,0.0,0,0.0
2,2020-04-21,1.429,13.3,0.0,1,0.0
2,2020-04-21,1.509,13.3,0.0,1,0.0
2,2020-04-21,1.484,13.3,0.0,0,0.0
2,2020-04-21,1.465,13.3,0.0,1,0.0
2,2020-04-21,1.442,13.3,0.0,0,0.0
2,2020-04-21,1.484,13.3,0.0,0,0.0
2,2020-04-21,1.294,13.3,0.0,1,0.0
2,2020-04-21,1.404,13.3,0.0,1,0.0
2,2020-04-21,1.584,13.3,0.0,0,0.0
2,2020-04-21,2.773,13.3,0.0,0,0.0
2,2020-04-21,3.495,13.3,0.0,0,0.0
2,2020-04-21,3.43,13.3,0.0,1,0.0
2,2020-04-21,3.672,13.3,0.0,1,0.0
2,2020-04-21,3.068,13.3,0.0,1,0.0
2,2020-04-21,1.458,13.3,0.0,0,0.0
2,2020-04-21,1.648,13.3,0.0,1,0.0
2,2020-04-21,1.663,13.3,0.0,1,0.0
2,2020-04-21,3.908,13.3,0.0,0,0.0
2,2020-04-21,4.218,13.3,0.0,0,0.0
2,2020-04-21,3.845,13.3,0.0,0,0.0
2,2020-04-21,3.151,13.3,0.0,0,0.0
2,2020-04-21,2.14,13.3,0.0,0,0.0
2,2020-04-21,1.866,13.3,0.0,0,0.0
2,2020-04-22,1.523,14.5,0.4,0,0.0
2,2020-04-22,1.415,14.5,0.4,0,0.0
2,2020-04-22,1.417,14.5,0.4,1,0.0019181446290679
2,2020-04-22,1.398,14.5,0.4,0,0.0
2,2020-04-22,1.397,14.5,0.4,1,0.0013859167592929
2,2020-04-22,1.608,14.5,0.4,1,0.0015727776931977
2,2020-04-22,1.416,14.5,0.4,0,0.0
2,2020-04-22,1.437,14.5,0.4,0,0.0
2,2020-04-22,1.16,14.5,0.4,1,0.0013951612067189
2,2020-04-22,1.298,14.5,0.4,0,0.0
2,2020-04-22,2.404,14.5,0.4,0,0.0
2,2020-04-22,3.623,14.5,0.4,0,0.0
2,2020-04-22,3.447,14.5,0.4,0,0.0
2,2020-04-22,3.323,14.5,0.4,1,0.0012870695010542
2,2020-04-22,3.24,14.5,0.4,0,0.0
2,2020-04-22,1.481,14.5,0.4,0,0.0
2,2020-04-22,1.611,14.5,0.4,0,0.0
2,2020-04-22,1.467,14.5,0.4,0,0.0
2,2020-04-22,4.0,14.5,0.4,0,0.0
2,2020-04-22,3.534,14.5,0.4,0,0.0
2,2020-04-22,3.642,14.5,0.4,0,0.0
2,2020-04-22,1.96,14.5,0.4,0,0.0
2,2020-04-22,2.015,14.5,0.4,0,0.0
2,2020-04-22,1.885,14.5,0.4,1,0.0009452858971892
2,2020-04-23,1.661,15.8,6.7,0,0.0
2,2020-04-23,1.329,15.8,6.7,1,0.0245120686582112
2,2020-04-23,1.443,15.8,6.7,1,0.0177789849777976
2,2020-04-23,1.323,15.8,6.7,0,0.0
2,2020-04-23,1.435,15.8,6.7,0,0.0
2,2020-04-23,1.28,15.8,6.7,0,0.0
2,2020-04-23,1.494,15.8,6.7,0,0.0
2,2020-04-23,1.589,15.8,6.7,1,0.022760251301449
2,2020-04-23,1.636,15.8,6.7,0,0.0
2,2020-04-23,1.742,15.8,6.7,0,0.0
2,2020-04-23,2.406,15.8,6.7,0,0.0
2,2020-04-23,3.411,15.8,6.7,1,0.0261210062336092
2,2020-04-23,3.479,15.8,6.7,1,0.0143388402372825
2,2020-04-23,3.557,15.8,6.7,0,0.0
2,2020-04-23,3.238,15.8,6.7,1,0.0158475845072752
2,2020-04-23,1.551,15.8,6.7,0,0.0
2,2020-04-23,1.605,15.8,6.7,1,0.0297133514114776
2,2020-04-23,1.52,15.8,6.7,0,0.0
2,2020-04-23,3.729,15.8,6.7,0,0.0
2,2020-04-23,3.596,15.8,6.7,0,0.0
2,2020-04-23,3.714,15.8,6.7,1,0.022838346206175
2,2020-04-23,1.981,15.8,6.7,1,0.0316561820698593
2,2020-04-23,1.894,15.8,6.7,0,0.0
2,2020-04-23,1.955,15.8,6.7,0,0.0
2,2020-04-24,1.672,17.7,2.8,1,0.0123404277577174
2,2020-04-24,1.489,17.7,2.8,1,0.0121977353793226
2,2020-04-24,1.509,17.7,2.8,0,0.0
2,2020-04-24,1.429,17.7,2.8,0,0.0
2,2020-04-24,1.839,17.7,2.8,0,0.0
2,2020-04-24,1.748,17.7,2.8,0,0.0
2,2020-04-24,1.684,17.7,2.8,1,0.0071141898115522
2,2020-04-24,1.466,17.7,2.8,0,0.0
2,2020-04-24,1.708,17.7,2.8,0,0.0
2,2020-04-24,2.348,17.7,2.8,0,0.0
2,2020-04-24,3.215,17.7,2.8,0,0.0
2,2020-04-24,3.503,17.7,2.8,1,0.0070889433418582
2,2020-04-24,3.783,17.7,2.8,1,0.0070090055649604
2,2020-04-24,3.532,17.7,2.8,0,0.0
2,2020-04-24,3.074,17.7,2.8,0,0.0
2,2020-04-24,2.173,17.7,2.8,1,0.0070259521240793
2,2020-04-24,1.512,17.7,2.8,0,0.0
2,2020-04-24,1.601,17.7,2.8,0,0.0
2,2020-04-24,3.465,17.7,2.8,0,0.0
2,2020-04-24,3.672,17.7,2.8,1,0.0079753758250184
2,2020-04-24,3.272,17.7,2.8,0,0.0
2,2020-04-24,2.263,17.7,2.8,0,0.0
2,2020-04-24,2.172,17.7,2.8,0,0.0
2,2020-04-24,2.006,17.7,2.8,0,0.0
2,2020-04-25,1.663,17.4,1.1,0,0.0
2,2020-04-25,1.698,17.4,1.1,1,0.003013293756289
2,2020-04-25,1.669,17.4,1.1,1,0.0051796679406062
2,2020-04-25,1.737,17.4,1.1,0,0.0
2,2020-04-25,1.414,17.4,1.1,1,0.0024461752093065
2,2020-04-25,1.566,17.4,1.1,0,0.0
2,2020-04-25,1.507,17.4,1.1,0,0.0
2,2020-04-25,1.49,17.4,1.1,0,0.0
2,2020-04-25,1.355,17.4,1.1,0,0.0
2,2020-04-25,1.571,17.4,1.1,1,0.0043222784606525
2,2020-04-25,2.529,17.4,1.1,0,0.0
2,2020-04-25,3.626,17.4,1.1,1,0.0050982781264054
2,2020-04-25,3.816,17.4,1.1,1,0.0046482823097527
2,2020-04-25,3.41,17.4,1.1,0,0.0
2,2020-04-25,2.831,17.4,1.1,1,0.0022272865013367
2,2020-04-25,1.593,17.4,1.1,0,0.0
2,2020-04-25,1.527,17.4,1.1,1,0.0037997909055857
2,2020-04-25,1.364,17.4,1.1,0,0.0
2,2020-04-25,1.602,17.4,1.1,1,0.0030455738852223
2,2020-04-25,1.591,17.4,1.1,0,0.0
2,2020-04-25,1.531,17.4,1.1,0,0.0
2,2020-04-25,1.729,17.4,1.1,1,0.0050712309932857
2,2020-04-25,2.088,17.4,1.1,0,0.0
2,2020-04-25,2.082,17.4,1.1,0,0.0
2,2020-04-26,1.985,17.6,1.7,1,0.0083480756005022
2,2020-04-26,1.43,17.6,1.7,0,0.0
2,2020-04-26,1.509,17.6,1.7,0,0.0
2,2020-04-26,1.51,17.6,1.7,0,0.0
2,2020-04-26,1.612,17.6,1.7,1,0.0050056831308373
2,2020-04-26,1.419,17.6,1.7,1,0.0057694349732038
2,2020-04-26,1.428,17.6,1.7,0,0.0
2,2020-04-26,1.559,17.6,1.7,0,0.0
2,2020-04-26,1.516,17.6,1.7,0,0.0
2,2020-04-26,1.48,17.6,1.7,1,0.0038824654577283
2,2020-04-26,1.459,17.6,1.7,1,0.0054490484594589
2,2020-04-26,1.458,17.6,1.7,0,0.0
2,2020-04-26,1.463,17.6,1.7,0,0.0
2,2020-04-26,1.539,17.6,1.7,1,0.0078092573738299
2,2020-04-26,1.391,17.6,1.7,0,0.0
2,2020-04-26,1.458,17.6,1.7,0,0.0
2,2020-04-26,1.643,17.6,1.7,1,0.0040143401464177
2,2020-04-26,1.52,17.6,1.7,0,0.0
2,2020-04-26,1.587,17.6,1.7,0,0.0
2,2020-04-26,2.507,17.6,1.7,1,0.0070215742748705
2,2020-04-26,3.03,17.6,1.7,0,0.0
2,2020-04-26,3.376,17.6,1.7,0,0.0
2,2020-04-26,2.687,17.6,1.7,0,0.0
2,2020-04-26,1.845,17.6,1.7,1,0.0048380453479437
2,2020-04-27,1.686,14.4,0.7,0,0.0
2,2020-04-27,1.572,14.4,0.7,0,0.0
2,2020-04-27,1.519,14.4,0.7,0,0.0
2,2020-04-27,1.242,14.4,0.7,0,0.0
2,2020-04-27,1.505,14.4,0.7,1,0.0022125396864067
2,2020-04-27,1.528,14.4,0.7,0,0.0
2,2020-04-27,1.571,14.4,0.7,0,0.0
2,2020-04-27,1.42,14.4,0.7,0,0.0
2,2020-04-27,1.419,14.4,0.7,0,0.0
2,2020-04-27,1.427,14.4,0.7,0,0.0
2,2020-04-27,2.937,14.4,0.7,1,0.0021673035102026
2,2020-04-27,3.402,14.4,0.7,0,0.0
2,2020-04-27,3.78,14.4,0.7,0,0.0
2,2020-04-27,3.544,14.4,0.7,0,0.0
2,2020-04-27,3.202,14.4,0.7,1,0.0027318130052435
2,2020-04-27,1.442,14.4,0.7,1,0.0016427634433736
2,2020-04-27,1.814,14.4,0.7,0,0.0
2,2020-04-27,1.738,14.4,0.7,0,0.0
2,2020-04-27,3.585,14.4,0.7,0,0.0
2,2020-04-27,3.722,14.4,0.7,1,0.0019493759386238
2,2020-04-27,3.407,14.4,0.7,0,0.0
2,2020-04-27,2.014,14.4,0.7,0,0.0
2,2020-04-27,1.882,14.4,0.7,0,0.0
2,2020-04-27,1.859,14.4,0.7,0,0.0
2,2020-04-28,1.641,13.8,1.4,1,0.0046290081466562
2,2020-04-28,1.493,13.8,1.4,0,0.0
2,2020-04-28,1.492,13.8,1.4,0,0.0
2,2020-04-28,1.562,13.8,1.4,1,0.0045316370844592
2,2020-04-28,1.268,13.8,1.4,0,0.0
2,2020-04-28,1.563,13.8,1.4,0,0.0
2,2020-04-28,1.494,13.8,1.4,0,0.0
2,2020-04-28,1.428,13.8,1.4,1,0.0047345793322615
2,2020-04-28,1.314,13.8,1.4,1,0.0036375718891298
2,2020-04-28,1.337,13.8,1.4,0,0.0
2,2020-04-28,2.663,13.8,1.4,1,0.0049282821751357
2,2020-04-28,3.502,13.8,1.4,0,0.0
2,2020-04-28,3.405,13.8,1.4,0,0.0
2,2020-04-28,3.377,13.8,1.4,0,0.0
2,2020-04-28,2.816,13.8,1.4,0,0.0
2,2020-04-28,1.48,13.8,1.4,1,0.0030884683347603
2,2020-04-28,1.464,13.8,1.4,1,0.0042679039566965
2,2020-04-28,1.363,13.8,1.4,0,0.0
2,2020-04-28,4.209,13.8,1.4,1,0.0030012435649319
2,2020-04-28,3.971,13.8,1.4,0,0.0
2,2020-04-28,3.66,13.8,1.4,1,0.0031158616406582
2,2020-04-28,1.865,13.8,1.4,0,0.0
2,2020-04-28,2.006,13.8,1.4,1,0.0033656977914365
2,2020-04-28,1.971,13.8,1.4,0,0.0
2,2020-04-29,1.655,14.7,0.9,1,0.0044098403030125
2,2020-04-29,1.33,14.7,0.9,1,0.0021508186739837
2,2020-04-29,1.425,14.7,0.9,1,0.0044360504542652
2,2020-04-29,1.443,14.7,0.9,1,0.0040451201999543
2,2020-04-29,1.563,14.7,0.9,1,0.0035574995574154
2,2020-04-29,1.479,14.7,0.9,0,0.0
2,2020-04-29,1.556,14.7,0.9,0,0.0
2,2020-04-29,1.616,14.7,0.9,0,0.0
2,2020-04-29,1.597,14.7,0.9,0,0.0
2,2020-04-29,1.577,14.7,0.9,0,0.0
2,2020-04-29,2.673,14.7,0.9,1,0.0038687938253715
2,2020-04-29,3.599,14.7,0.9,1,0.0025566097216855
2,2020-04-29,3.563,14.7,0.9,1,0.0030204825443751
2,2020-04-29,3.61,14.7,0.9,0,0.0
2,2020-04-29,2.811,14.7,0.9,0,0.0
2,2020-04-29,1.485,14.7,0.9,1,0.0032694749650758
2,2020-04-29,1.54,14.7,0.9,1,0.0036318600757473
2,2020-04-29,2.0,14.7,0.9,0,0.0
2,2020-04-29,3.594,14.7,0.9,0,0.0
2,2020-04-29,3.582,14.7,0.9,1,0.0032282742139231
2,2020-04-29,3.796,14.7,0.9,1,0.002385913966149
2,2020-04-29,1.898,14.7,0.9,1,0.0019675802698666
2,2020-04-29,1.923,14.7,0.9,0,0.0
2,2020-04-29,1.951,14.7,0.9,0,0.0
2,2020-04-30,1.813,16.4,1.4,1,0.005108194221635
2,2020-04-30,1.502,16.4,1.4,0,0.0
2,2020-04-30,1.521,16.4,1.4,0,0.0
2,2020-04-30,1.448,16.4,1.4,0,0.0
2,2020-04-30,1.819,16.4,1.4,0,0.0
2,2020-04-30,1.682,16.4,1.4,1,0.0047776878655907
2,2020-04-30,1.698,16.4,1.4,1,0.0058118436657623
2,2020-04-30,1.429,16.4,1.4,0,0.0
2,2020-04-30,1.76,16.4,1.4,0,0.0
2,2020-04-30,3.299,16.4,1.4,0,0.0
2,2020-04-30,3.542,16.4,1.4,0,0.0
2,2020-04-30,3.025,16.4,1.4,0,0.0
2,2020-04-30,3.128,16.4,1.4,0,0.0
2,2020-04-30,3.202,16.4,1.4,0,0.0
2,2020-04-30,2.9,16.4,1.4,0,0.0
2,2020-04-30,1.346,16.4,1.4,0,0.0
2,2020-04-30,1.582,16.4,1.4,0,0.0
2,2020-04-30,1.487,16.4,1.4,0,0.0
2,2020-04-30,3.615,16.4,1.4,1,0.0034948951086036
2,2020-04-30,3.548,16.4,1.4,0,0.0
2,2020-04-30,3.456,16.4,1.4,1,0.0039937024102444
2,2020-04-30,2.263,16.4,1.4,1,0.0031534783802348
2,2020-04-30,1.963,16.4,1.4,1,0.0062478807682951
2,2020-04-30,2.09,16.4,1.4,0,0.0
2,2020-05-01,1.54,18.0,0.1,1,0.0004982204018259
2,2020-05-01,1.544,18.0,0.1,1,0.0002148933728328
2,2020-05-01,1.483,18.0,0.1,1,0.000413297838165
2,2020-05-01,1.55,18.0,0.1,0,0.0
2,2020-05-01,1.551,18.0,0.1,1,0.0003050085774344
2,2020-05-01,1.472,18.0,0.1,0,0.0
2,2020-05-01,1.527,18.0,0.1,0,0.0
2,2020-05-01,1.44,18.0,0.1,0,0.0
2,2020-05-01,1.452,18.0,0.1,1,0.0004638643677859
2,2020-05-01,1.666,18.0,0.1,1,0.0002231912700268
2,2020-05-01,1.862,18.0,0.1,1,0.0003210176851736
2,2020-05-01,1.652,18.0,0.1,0,0.0
2,2020-05-01,1.504,18.0,0.1,1,0.0003340005601131
2,2020-05-01,1.406,18.0,0.1,0,0.0
2,2020-05-01,1.472,18.0,0.1,1,0.0004650302783888
2,2020-05-01,1.575,18.0,0.1,1,0.0004342266657109
2,2020-05-01,1.687,18.0,0.1,0,0.0
2,2020-05-01,1.377,18.0,0.1,1,0.0004126713313727
2,2020-05-01,1.478,18.0,0.1,1,0.0003999440175663
2,2020-05-01,2.353,18.0,0.1,0,0.0
2,2020-05-01,3.349,18.0,0.1,1,0.0003598956884722
2,2020-05-01,3.177,18.0,0.1,0,0.0
2,2020-05-01,1.988,18.0,0.1,0,0.0
2,2020-05-01,1.905,18.0,0.1,1,0.0004255974330052
2,2020-05-02,1.746,20.1,5.8,1,0.0201894617272506
2,2020-05-02,1.483,20.1,5.8,0,0.0
2,2020-05-02,1.66,20.1,5.8,1,0.0200075160836648
2,2020-05-02,1.668,20.1,5.8,0,0.0
2,2020-05-02,1.743,20.1,5.8,0,0.0
2,2020-05-02,1.416,20.1,5.8,0,0.0
2,2020-05-02,1.404,20.1,5.8,0,0.0
2,2020-05-02,1.636,20.1,5.8,0,0.0
2,2020-05-02,1.408,20.1,5.8,0,0.0
2,2020-05-02,1.502,20.1,5.8,1,0.0181171644142741
2,2020-05-02,2.598,20.1,5.8,1,0.021294521582498
2,2020-05-02,3.854,20.1,5.8,0,0.0
3,2020-03-01,1.117,12.4,4.1,0,0.0
3,2020-03-01,0.295,12.4,4.1,1,0.0191322502460056
3,2020-03-01,0.264,12.4,4.1,0,0.0
3,2020-03-01,0.082,12.4,4.1,0,0.0
3,2020-03-01,0.066,12.4,4.1,0,0.0
3,2020-03-01,0.07,12.4,4.1,1,0.0180808676932822
3,2020-03-01,0.081,12.4,4.1,1,0.0132742729716
3,2020-03-01,0.147,12.4,4.1,0,0.0
3,2020-03-01,0.066,12.4,4.1,1,0.0196836185912754
3,2020-03-01,0.065,12.4,4.1,0,0.0
3,2020-03-01,0.089,12.4,4.1,0,0.0
3,2020-03-01,0.077,12.4,4.1,0,0.0
3,2020-03-01,0.063,12.4,4.1,0,0.0
3,2020-03-01,0.073,12.4,4.1,0,0.0
3,2020-03-01,0.128,12.4,4.1,1,0.0193265288994956
3,2020-03-01,0.855,12.4,4.1,0,0.0
3,2020-03-01,0.187,12.4,4.1,1,0.0146963606327426
3,2020-03-01,0.296,12.4,4.1,0,0.0
3,2020-03-01,0.138,12.4,4.1,0,0.0
3,2020-03-01,1.029,12.4,4.1,0,0.0
3,2020-03-01,0.106,12.4,4.1,0,0.0
3,2020-03-01,0.145,12.4,4.1,0,0.0
3,2020-03-01,0.645,12.4,4.1,0,0.0
3,2020-03-01,0.197,12.4,4.1,0,0.0
3,2020-03-01,0.204,12.4,4.1,0,0.0
3,2020-03-02,0.086,11.0,2.0,1,0.0047193990091952
3,2020-03-02,0.077,11.0,2.0,0,0.0
3,2020-03-02,0.083,11.0,2.0,0,0.0
3,2020-03-02,0.069,11.0,2.0,0,0.0
3,2020-03-02,0.073,11.0,2.0,1,0.0084945634906454
3,2020-03-02,0.079,11.0,2.0,1,0.0069485533833984
3,2020-03-02,0.064,11.0,2.0,0,0.0
3,2020-03-02,0.073,11.0,2.0,0,0.0
3,2020-03-02,0.215,11.0,2.0,0,0.0
3,2020-03-02,0.123,11.0,2.0,1,0.0091388294380171
3,2020-03-02,0.088,11.0,2.0,0,0.0
3,2020-03-02,0.235,11.0,2.0,0,0.0
3,2020-03-02,0.227,11.0,2.0,0,0.0
3,2020-03-02,0.06,11.0,2.0,0,0.0
3,2020-03-02,0.071,11.0,2.0,1,0.0049011024869671
3,2020-03-02,0.173,11.0,2.0,0,0.0
3,2020-03-02,0.35,11.0,2.0,0,0.0
3,2020-03-02,0.231,11.0,2.0,0,0.0
3,2020-03-02,0.106,11.0,2.0,1,0.0056126006848133
3,2020-03-02,0.073,11.0,2.0,1,0.0067304601692322
3,2020-03-02,0.075,11.0,2.0,0,0.0
3,2020-03-02,0.287,11.0,2.0,0,0.0
3,2020-03-02,1.168,11.0,2.0,1,0.0075148429033733
3,2020-03-02,0.34,11.0,2.0,0,0.0
3,2020-03-03,0.252,11.6,0.4,0,0.0
3,2020-03-03,0.112,11.6,0.4,0,0.0
3,2020-03-03,0.09,11.6,0.4,1,0.0016032738260846
3,2020-03-03,0.076,11.6,0.4,0,0.0
3,2020-03-03,0.061,11.6,0.4,1,0.0014002669544382
3,2020-03-03,0.078,11.6,0.4,0,0.0
3,2020-03-03,0.059,11.6,0.4,0,0.0
3,2020-03-03,0.075,11.6,0.4,0,0.0
3,2020-03-03,0.135,11.6,0.4,0,0.0
3,2020-03-03,0.126,11.6,0.4,0,0.0
3,2020-03-03,0.083,11.6,0.4,0,0.0
3,2020-03-03,0.157,11.6,0.4,0,0.0
3,2020-03-03,0.156,11.6,0.4,1,0.0010487922800719
3,2020-03-03,0.227,11.6,0.4,1,0.0009708334380319
3,2020-03-03,0.064,11.6,0.4,0,0.0
3,2020-03-03,0.685,11.6,0.4,0,0.0
3,2020-03-03,1.117,11.6,0.4,0,0.0
3,2020-03-03,0.425,11.6,0.4,0,0.0
3,2020-03-03,0.078,11.6,0.4,1,0.0019539981154197
3,2020-03-03,0.089,11.6,0.4,0,0.0
3,2020-03-03,0.084,11.6,0.4,0,0.0
3,2020-03-03,0.056,11.6,0.4,1,0.0012482934455217
3,2020-03-03,0.484,11.6,0.4,0,0.0
3,2020-03-03,0.189,11.6,0.4,0,0.0
3,2020-03-04,0.18,14.2,0.0,0,0.0
3,2020-03-04,0.138,14.2,0.0,0,0.0
3,2020-03-04,0.088,14.2,0.0,0,0.0
3,2020-03-04,0.071,14.2,0.0,1,0.0
3,2020-03-04,0.068,14.2,0.0,1,0.0
3,2020-03-04,0.072,14.2,0.0,0,0.0
3,2020-03-04,0.071,14.2,0.0,1,0.0
3,2020-03-04,0.053,14.2,0.0,0,0.0
3,2020-03-04,0.205,14.2,0.0,1,0.0
3,2020-03-04,0.088,14.2,0.0,0,0.0
3,2020-03-04,0.071,14.2,0.0,1,0.0
3,2020-03-04,0.062,14.2,0.0,1,0.0
3,2020-03-04,0.09,14.2,0.0,0,0.0
3,2020-03-04,0.052,14.2,0.0,1,0.0
3,2020-03-04,0.072,14.2,0.0,1,0.0
3,2020-03-04,0.108,14.2,0.0,1,0.0
3,2020-03-04,0.107,14.2,0.0,0,0.0
3,2020-03-04,0.095,14.2,0.0,1,0.0
3,2020-03-04,0.053,14.2,0.0,1,0.0
3,2020-03-04,0.656,14.2,0.0,0,0.0
3,2020-03-04,0.11,14.2,0.0,1,0.0
3,2020-03-04,0.069,14.2,0.0,0,0.0
3,2020-03-04,0.213,14.2,0.0,0,0.0
3,2020-03-04,0.199,14.2,0.0,0,0.0
3,2020-03-05,0.278,13.0,0.8,0,0.0
3,2020-03-05,0.06,13.0,0.8,0,0.0
3,2020-03-05,0.077,13.0,0.8,0,0.0
3,2020-03-05,0.061,13.0,0.8,1,0.0029065813427018
3,2020-03-05,0.073,13.0,0.8,0,0.0
3,2020-03-05,0.074,13.0,0.8,0,0.0
3,2020-03-05,0.073,13.0,0.8,0,0.0
3,2020-03-05,0.136,13.0,0.8,0,0.0
3,2020-03-05,0.12,13.0,0.8,1,0.002920822622424
3,2020-03-05,0.161,13.0,0.8,0,0.0
3,2020-03-05,0.159,13.0,0.8,1,0.0033543227106301
3,2020-03-05,0.09,13.0,0.8,0,0.0
3,2020-03-05,0.061,13.0,0.8,0,0.0
3,2020-03-05,0.074,13.0,0.8,0,0.0
3,2020-03-05,0.054,13.0,0.8,0,0.0
3,2020-03-05,1.117,13.0,0.8,0,0.0
3,2020-03-05,0.247,13.0,0.8,0,0.0
3,2020-03-05,0.073,13.0,0.8,0,0.0
3,2020-03-05,0.08,13.0,0.8,1,0.0036313291038727
3,2020-03-05,0.061,13.0,0.8,0,0.0
3,2020-03-05,0.128,13.0,0.8,0,0.0
3,2020-03-05,0.092,13.0,0.8,0,0.0
3,2020-03-05,0.053,13.0,0.8,0,0.0
3,2020-03-05,0.242,13.0,0.8,1,0.001739198901925
3,2020-03-06,0.204,8.2,0.7,0,0.0
3,2020-03-06,0.084,8.2,0.7,0,0.0
3,2020-03-06,0.08,8.2,0.7,1,0.0029008100423819
3,2020-03-06,0.068,8.2,0.7,0,0.0
3,2020-03-06,0.079,8.2,0.7,0,0.0
3,2020-03-06,0.057,8.2,0.7,0,0.0
3,2020-03-06,0.078,8.2,0.7,0,0.0
3,2020-03-06,0.055,8.2,0.7,1,0.0023107123412578
3,2020-03-06,0.226,8.2,0.7,1,0.0015584421087618
3,2020-03-06,0.124,8.2,0.7,1,0.0016456179809262
3,2020-03-06,0.094,8.2,0.7,0,0.0
3,2020-03-06,0.109,8.2,0.7,0,0.0
3,2020-03-06,0.088,8.2,0.7,1,0.0019135252207422
3,2020-03-06,0.083,8.2,0.7,0,0.0
